,P9,Monumen Yudha Mandala Tama,"Monumen Yudha Mandala Tama, also known as the Yudha Mandala Tama Monument, is a significant landmark located in Makassar, South Sulawesi, Indonesia. It commemorates the heroic struggle of the Indonesian Armed Forces during the Battle of Makassar in 1946, which played a crucial role in the country's fight for independence.

The monument is situated in a spacious park area and serves as a symbol of bravery and patriotism. It stands as a tribute to the soldiers who fought valiantly to defend the city against Dutch colonial forces during the battle.

The Yudha Mandala Tama Monument features a towering structure with a central pillar surrounded by intricate sculptures and reliefs. The design of the monument reflects elements of traditional Indonesian architecture combined with modern artistic touches. The monument's height and grandeur evoke a sense of respect and reverence for the historical events it represents.

Visitors to the monument can explore the surrounding park area, which offers a serene and peaceful environment. The park is adorned with lush greenery, trees, and well-manicured gardens, providing a pleasant setting for relaxation and reflection.

The Yudha Mandala Tama Monument holds cultural and historical significance, serving as a reminder of the sacrifices made by the Indonesian people during their struggle for independence. It attracts both locals and tourists who wish to learn more about the country's history and pay their respects to those who fought for freedom.

As a visitor, you can take your time to appreciate the architectural beauty of the monument, read the inscriptions that detail the historical context, and learn about the significance of the Battle of Makassar. The monument also serves as a venue for commemorative events, ceremonies, and exhibitions related to Indonesia's independence and military history.

When visiting the Yudha Mandala Tama Monument, it is advisable to wear appropriate clothing as a sign of respect for the historical and cultural significance of the site. Additionally, be mindful of any rules or guidelines provided by the monument's management for the preservation and proper conduct within the premises.

Overall, the Yudha Mandala Tama Monument stands as a symbol of Indonesia's struggle for independence and honors the bravery and sacrifices of its people. It offers visitors an opportunity to connect with the nation's history and pay tribute to the heroes who fought for freedom.",-8.103300,115.089200,
,P10,Pura Ponjok Batu,"Pura Ponjok Batu Buleleng tidak hanya memiliki nilai spritual tersendiri bagi umat Hindu Bali. Keberadaannya juga disertai dengan fenomena unik berupa perahu batu yang berada di tengah laut. Perahu ini terlihat berdiri di atas sebuah batu karang dan begitu disucikan oleh masyarakat setempat.

Para wisatawan pun bisa mendatangi secara langsung perahu batu yang ada di Pura Ponjok Batu Buleleng. Hanya saja, pastikan untuk tetap berhati-hati, karena ombak yang begitu besar di perairan ini. Selain itu, ada pula gua kecil yang berlokasi di depan perahu batu, digunakan sebagai tempat untuk melukat oleh masyarakat Hindu Bali.",-8.094200,115.272300,
,P11,Air Terjun Kroya,Air Terjun Kroya Buleleng bukan hanya lokasi yang cocok untuk melihat dan bermain air semata. Uniknya di air terjun ini adalah pengunjung dapat mencoba sensasi menantang dengan bermain perosotan. Kerennya lagi perosotan dari batuan ini terbentuk secara alami.,-8.172800,115.104600,
,P12,Waterbom Bali,"With an area of about 3.8 hectares, Waterbom Bali offers exciting and unforgettable experiences for all ages. If you're the type who likes to test your guts, you should try The Climax, one of the tallest slides in Asia! With various other water rides such as Boomerang, Superbowl, Python, Open Green Viper Slide, and many others. You can also conquer artificial waves by surfing in Flow Rider. Really the right tourist spot for those of you who want to have fun with family, and of course forget all your busy life!",-8.728806,115.170495,
,P13,Beachwalk Shopping Center,"beachwalk Shopping Center offers you an exclusive Bali island lifestyle experience with its unique open concept and award winning architectural design creating a relaxing atmosphere. With perfect views of calming waters and lush greenery complete with the feel of ocean breeze, it is no surprise that Beachwalk Shopping Center is marked as the oasis in the heart of Kuta. This iconic landmark is managed by Cornerstone, who specializes in creating memorable experiences.",-8.716538,115.169320,
,P14,Bali Sea Turtle Society,Bali is one of the islands in Indonesia which is well known for tourism and also for the issue of sea turtles in the last two decades. Bali has received a bad reputation for the high numbers of sea turtle trading. This has become a focus of attention in the national and international scope and has created a bad impact for tourism in Bali.,-8.723201,115.169646,
,P15,Pabrik Kata-Kata Joger,"Joger Shop is divided into 2 parts. The first part is located in front and displays Balinese carving crafts. There are other items such as slippers, key chains, bags, table decorations and others. The second part displays various fashion-related items. This is where the Joger t-shirt is, there are other items such as hats, pants, jackets and many others.",-8.727351,115.176962,
,P16,Dream Museum Zone,"DMZ Bali, an indoor recreation area that presents and has hundreds of 3D (three-dimensional) paintings. Museums that display a variety of 3D painting illusions, very interesting indeed, especially those of you who are active on social media such as Instagram, Facebook, Twitter or other social media, are able to present interesting image illusions and make your tour to this 3D museum a valuable experience when on vacation.",-8.699329,115.177283,
,P17,Pantai Kuta,"Kuta Beach is a tourist spot located in Kuta sub-district south of Denpasar City, Bali, Indonesia. This area is a tourist destination for foreign tourists and has been a mainstay tourist attraction of Bali Island since the early 1970s. Kuta Beach is often referred to as sunset beach as opposed to Sanur beach.",-8.718214,115.168757,
,P18,Discovery Mall Bali,"Discovery Shopping Mall is one of the shopping centers in Kuta, Bali. The location of this shopping center is on Jl. Kartika Plaza where there are a number of shops, restaurants, and hotels along the road. This shopping center is the largest major shopping center in Bali and has direct access to Kuta Beach.",-8.728219,115.168014,
,P19,Pantai Legian,"Legian Beach is a Bali tourist destination offering the beauty of clean white sand, sunset views and waves that are perfect for surfing. This tourist destination is located in Kuta district, Badung, Bali province.",-8.703482,115.164555,
,P20,Mal Bali Galeria,"Welcome to Mal Bali Galeria, the modern shopping center as the first Mal in Bali located in Kuta – the most visited shopping and tourism center in Bali.  We provide a different experience and atmosphere, which is more than just shopping.

You and your family will enjoy the spatial setting with tropical and exotic touches, beautiful gardens along the outdoor area and also within the Mall area. The friendly and comfortable Balinese atmosphere is felt in Mal Bali Galeria.",-8.723313,115.184442,
,P21,Pantai Kelan,"Surely a vacation in Kelan Beach will be very fun. The charm of its attractiveness is able to make many visitors feel at home. Starting from the blue sea water, beautiful white sand, to other beauties.",-8.753981,115.164728,
,P22,Taman Budaya Garuda Wisnu Kencana,"Garuda Wisnu Kencana Cultural Park or often referred to as GWK, is a cultural tourism park in the southern part of the island of Bali. This tourist park is located in Ungasan Village, South Kuta District, Badung Regency, approximately 40 kilometers south of Denpasar, the capital city of Bali province.Here stands majestically a landmark or mascot of Bali, namely the Garuda Wisnu Kencana statue depicting the figure of Lord Vishnu riding his mount, Garuda, as high as 121 meters",-8.814104,115.166594,
,P23,Pantai Segara,"Segara Beach is located in the south of Kuta Bali beach attractions, located in line with the coastal areas of Legian and Seminyak has a stretch of white sand, and sunset treats, which are ready to make visitors fascinated. The location is in the north and adjacent to Ngurah Rai airport, so when you visit or relax you can also watch airport activities such as when the plane lands or will fly. Visiting here you can swim, play along the beach, sunbathe or wait for the moment of sunset.",-8.682565,115.264113,
,P24,Pie Susu 21 Raya Kuta,"Make your trip to Bali even more memorable with a visit to Pie Susu 21 Raya Kuta, a complete shopping destination for Balinese souvenirs and food! You can find a wide selection of flavors from milk pie, a typical Balinese sweet snack and various other snack options. Enjoy your shopping time practically and hassle-free in a spacious and well-equipped showroom, only 10 minutes away from the Airport!",,,
,P25,Nasi Jinggo “Pak De”,"Who doesn't know this Balinese culinary? Nasi Jenggo or Nasi Jinggo is a food that at first glance is similar to cat rice from Jogja because it has a small portion, and is wrapped using banana leaves. 

Jinggo rice itself is usually served with side dishes in the form of shredded chicken, tempeh fried chili sauce, serundeng, and several other menus that make it even more delicious. In Kuta, you can find Jinggo Rice sold at Warung Bandrek &; Nasi Jinggo ""Pak De"". If you haven't tried it before, this holiday is the time to try Jinggo Rice, huh!",-8.711807,115.181340,
,P26,Sate Babi Bawah Pohon,"Pork satay located in Legian is indeed very selling well, almost never deserted, you know! Even to take pictures of the location, you have to wait for the visitor's car to come out of the parking lot. Just one snap, there was already another car coming and parking. Extraordinary!",-8.701998,115.175316,
,P27,Sakenan Temple,"If you are traveling to Denpasar, a spiritual tour to Sakenan Temple is a must. Locally called as the Pura Dalem Sakenan, this temple is one of the sacred places to visit in Denpasar. It is settled almost 10 km away from the chaos of the city and one looking for solace can dive deep inside it's comforting aura. The temple was built back in 1001 AD and is dedicated to Lord Shiva. 

The temple is a shrine of Shiva and is located on the Serangan island which is connected to the Bali island by a bridge that the visitors can use to reach the temple.Serangan comes from the word sira and angen which means miss/love. They built Sakenan Temple based on the gratitude of people who longed for the natural beauty of this island.

The beauty of Balinese architecture is clearly illustrated by the unique carvings that prettify the walls of the temple. Taking a photo with a stunning carving background (temple wall) can add a unique look to your shots. In addition, made of red bricks and rocks, the rock in the temple wall was taken from the coral in the sea that surrounds Serangan Island.

Temple anniversary of Sakenan Temple falls on a Kliwon Kuningan Saturday, the day of Kuningan on the Balinese 210-day Pawukon calendar. It’s held over 3 days with the peak celebrations usually happening on a Sunday.During the 3-day temple celebrations, entrance fees apply to both pilgrims and visitors arriving by motorised vehicles. The fees are collected by the village officials and mostly go towards the Serangan community’s fund.",-8.725129,115.229389,
,P28,Bajra Sandhi Monument,"Bajra Sandhi Monument is a monument to the struggles of the Balinese people throughout history. The monument is located in front of the Bali Governor's Office in Denpasar, Indonesia, on the island of Bali. The monument was built in 1987 by Ir. Ida Gede Yadnya, to commemorate the spirit and bravery of the Balinese people as they struggled to gain independence from invaders. As you step in the area, trees and lush greenery warmly greet you. This site offers about 13.8 hectares of sightseeing fun! Once your eyes sight the 4,900 square meter monument, you’ll notice the site’s Balinese architectural design. The monument is actually closely connected to Hindu philosophies and independence symbols.When you’re there, try and notice the stairs leading to the main door of the Bajra Sandhi Monument, and numbers of the pillars, and the height of the monument. There are actually 17 steps leading to the main gate, 8 pillars inside of the monument, and the monument stands 45 meters tall. This symbolizes Indonesia’s  Independence day, 17 August 1945.


The entry fee ticket counter is located at the main gate of Bajra Sandi. Also, relatively easy to get the entry fee ticket without a long queue.

For a pre-wedding photoshoot at Bajra Sandhi Monument, a visitor needs to pay IDR 1,000,000.

Please note, Bajra Sandi is not a Balinese Hindu temple. Therefore, there is no dress code such as wearing a sarong to enter the monument’s area.

",-8.671729,115.233878,
,P29,Taman Werdhi Budaya Art Center,"The Taman Werdhi Budaya Art Centre is an art and cultural centre in Denpasar, Bali, Indonesia. It serves as a place for art performances, especially traditional Balinese arts, dances, musics and theatres. It was inaugurated by the Governor of Bali, Prof. Dr. Ida Bagus Mantra. It’s also used as a venue for the famous Bali Arts Festival (PKB) every year, which is held in mid-June to July. 
In the first room (upstairs) you will find a collection from Bali’s traditional paintings, including original Kamasan paintings by I Nyoman Mandra (famous artist from Klungkung who worked on the restoration of the Kertagosa Pavillion, Klungkung). The collection then shows examples from Bali’s ‘modern traditional’ era, including art from Bali’s Batuan, Ubud and Young Artist schools. This room is also home to four costumes, including three Barong costumes and one rangda costume.
Rooms two and three showcase sculptures, carvings and handicrafts of various materials, as well as the Barong Landung of Balinese lore. A small side section of room three (ground floor) features five pieces of the legendary I Nyoman Lempad, a Balinese architect and artist, whose famous ink drawings on Chinese paper can be seen.

The final room shows a collection of high-quality modern paintings , including works by I Nyoman Gunarsa and an amazing piece by I Gusti Ngurah Gede Pemecutan, a fingerprint painting depicting an emotive Kecak Dance scene.",-8.655254,115.233536,
,P30,Bali Museum,"The Bali Museum is a museum of art and history located in Denpasar, Bali, Indonesia.  Built in the early 30’s, Bali Museum has four main structures.The display area is divided into three buildings called Tabanan, Karangasem and Buleleng.  In Tabanan, visitors can see musical instruments and theatrical masks. In Karangasem, paintings and sculptures are on display. If you are interested in the local textile industry and its history, you can see them in Buleleng. For those who are keen to see archaeological artefacts, these can be found in Timur.
The collections stored in this museum can be classified as a prehistoric object collection. They keep a stock of artefacts that can be traced back to the megalithic period, like a sarcophagus, bronze statues from the height of the Hindu and Buddha eras, superstitious formulas, ethnographic objects, religious ceremony tools, stupika clay, many ancient tools and weapons among many others. It also houses different Balinese looms and ancient calendars.",-8.657699,115.218633,
,P31,Agung Jagatnatha Temple,"Pura Agung Jagatnatha is a beautiful Balinese temple located in the heart of Denpasar. It is the largest temple in the island's capital and is an iconic landmark. 

The temple was built in the eastern region of the lush garden at Puputan Badung Square. As a public temple, it is not uncommon to meet visitors and locals from all walks of life gathering at the temple to worship.Unlike other temples which are named after their location, Pura Agung Jagatnatha is not named after Denpasar. Another trait that makes it unique is the fact that it does not have staff to maintain it. On the contrary, the temple is managed by a team of regular volunteers who also worship at the temple. Right from the entry point of Pura Agung Jagatnatha, visitors are welcomed by designs that speak to Balinese culture, and the significant role they play for Balinese-Hinduists. The temple records the highest human traffic during religious festivals, so if your trip coincides with the holiday season, you may want to make an effort to arrive at the temple early. 

Visitors must ensure that they wear a sarong to cover knees and ankles. Also, make sure that shoulders and midriffs are covered. If you do not have your own, you can hire one from the locals at the entrance.

If at the time of your visit there is a religious ceremony, you should guard your attitude. Do not disturb the ongoing worship. Turn down your voice volume, turn off the camera blitz if you want to capture this sacred moment. Just pay attention from a safe distance if you want to see the process of worship taking place.",-8.656876,115.218866,
